Course Name,Folder on Disk,Course URL,Field ,Name of the University/Institute,Introduction
Innovation and Design for Global Grand Challenges,grand-challenges,https://coursera.org/learn/grand-challenges,Business,Duke University,"The purpose of this course is to introduce you to current global challenges in conservation and development, including changes in both sectors. This course will inspire you to rethink assumptions to address global challenges in conservation and development, and introduce you to new models and approaches that harness technological, behavioral, and financial innovation. This course will equip you with the insights, skills and approaches necessary to successfully overcome these obstacles. In addition, this course will provide participants with the tools, models, and approaches to address global grand challenges in conservation and development, to question fundamental assumptions, and to create and execute new solutions. Course participants will be trained in the processes around innovation and design to address global grand challenges"
Innovation for Entrepreneurs: From Idea to Marketplace,innovative-entrepreneur,https://coursera.org/learn/innovative-entrepreneur,Business,"University of Maryland, College Park","Develop insights on navigating the innovation process from idea generation to commercialization. Build knowledge on how to create strategies to bring innovations to market. Develop an innovation portfolio and business model canvas for your venture. We establish a framework for examining the innovation process, and quickly transition into exploring how to successfully bring innovations to market."
Inspiring Leadership through Emotional Intelligence,emotional-intelligence-leadership,https://coursera.org/learn/emotional-intelligence-leadership,Business,Case Western Reserve University,"Emotional intelligence, hope, mindfulness, and compassion help a person reverse the damage of chronic stress and build great leadership relationships. The Positive and Negative Emotional Attractors inspire sustained, desired change and learning at many levels."
Inspiring and Motivating Individuals,motivate-people-teams,https://coursera.org/learn/motivate-people-teams,Business,University of Michigan,"In this course, you will learn how to create a shared vision for your team and effectively communicate it to your teammates. You will also learn how to set effective goals and expectations in a way that best enables your team to attain the shared vision. Finally, you will understand the most important needs and drivers of performance across cultures, and will learn to align rewards with desired behaviors so that your teammates are motivated to attain the team’s objectives."
Integrated Marketing Communications,integrated-marketing-communications,https://coursera.org/learn/integrated-marketing-communications,Business,IE Business School,Through this course you will understand the most important issues when planning and evaluating marketing communications strategies and executions. You'll be able to combine the appropriate theories and models with practical information to make better marketing communications decisions. After completing this course you'll be able to use integrated marketing communications (IMC) in the process of creating valuable brands and winning your consumers.
Intellectual Humility: Theory,intellectual-humility-theory,https://coursera.org/learn/intellectual-humility-theory,Business,The University of Edinburgh,"In this course we try to define intellectual humility and intellectual virtues in general, and ask how we know who is humble. All lectures are delivered by leading specialists, and the course is organised around a number of interesting readings and practical assignments which will help you address issues related to humility in your daily life. This course is a part of a series which explores the theory, the science and the applied issues surrounding intellectual humility (the latter two coming in June and November 2017). Completing all three courses will give you a broader understanding of this fascinating topic."
Intercultural Communication and Conflict Resolution,intercultural-communication,https://coursera.org/learn/intercultural-communication,Business,"University of California, Irvine","Intercultural Communication and Conflict Resolution is a growing area of importance considering the pace and volume of global transactions. The ease of global communication using technology, the abundance of cheaper transportation costs, and the frequency of businesses using cross-border talent is fostering millions of interactions a day between people of different cultures."
Intercultural Management,intercultural,https://coursera.org/learn/intercultural,Business,ESCP Europe,"This MOOC explores different aspects of intercultural management, including teams, leadership, Human Resource Management, marketing and negotiations. When you complete this MOOC, you will have a richer understanding of the concept of culture, and how culture influences the way that individuals behave. 

You will also get a deeper knowledge about how culture shapes management practices in international organizations. We will introduce you to a number of experts in the field of intercultural management who will discuss the challenges and the benefits of dealing with employees on a global level. 

Moreover, we will share with you insights from our own research to illustrate recent developments in the field of intercultural management. During the MOOC we will provide you with a variety of concepts and tools that empower you to successfully interact with people from other cultures to achieve your desired personal and business-related goals.
"
Interest Rate Models,interest-rate-models,https://coursera.org/learn/interest-rate-models,Business,École Polytechnique Fédérale de Lausanne,"This course gives you an easy introduction to interest rates and related contracts. These include the LIBOR, bonds, forward rate agreements, swaps, interest rate futures, caps, floors, and swaptions. We will learn how to apply the basic tools duration and convexity for managing the interest rate risk of a bond portfolio. We will gain practice in estimating the term structure from market data. We will learn the basic facts from stochastic calculus that will enable you to engineer a large variety of stochastic interest rate models. In this context, we will also review the arbitrage pricing theorem that provides the foundation for pricing financial derivatives."
International B2B (Business to Business) Marketing,international-b2b-marketing,https://coursera.org/learn/international-b2b-marketing,Business,Yonsei University,"This course offers a unique perspective into the differentiating aspects of business to business (B2B) marketing that can be contrasted to traditional business to consumer (B2C) marketing that is the subject of most other marketing curricula. Moreover, as one of the courses in the Specialization: International Marketing & Cross Industry Growth, here too there is an emphasis on how companies can expand by cross-country and cross-industry innovation."
International Business Environment,global-business-environment,https://coursera.org/learn/global-business-environment,Business,University of London,"This course explores the international business environment in which organisations function. You’ll learn about core analysis methods, including PESTLE, SWOT, and Boston Box Matrices, as well as the applications of Porter’s Five Forces. You’ll have the opportunity to participate in discussion forums and access case studies, as well as testing your understanding in quizzes. This course forms part of a specialization from the University of London designed to help you develop and build the essential business, academic, and cultural skills necessary to succeed in international business, or in further study."
International Business I,international-business,https://coursera.org/learn/international-business,Business,University of New Mexico,"We live in a world of intensifying global relationships, one in which international business has become the key determinant of economic development and prosperity. This course, Global Business Environment, Part I, introduces students to a fundamental understanding of the socioeconomic political, cultural, and linguistic environment in which international businesses operate. This course utilizes an inquiry-based approach to understanding country level relationships in the Global Business Environment. It surveys the global business environment by asking and answering key questions about society, the global economy, cultures, institutions and languages."
International Business II,globalbusiness2,https://coursera.org/learn/globalbusiness2,Business,University of New Mexico,"This course, Introduction to the Global Business Environment II, focuses on managing organizations in the international economy. Building on Introduction to the Global Business Environment I, this second course focuses on organizational level and management issues in international settings. The course prepares students with practical as well as research-based knowledge and skills necessary to successfully operating an organizational across borders."
International Entertainment and Sports Marketing,international-entertainment-sports-marketing,https://coursera.org/learn/international-entertainment-sports-marketing,Business,Yonsei University,"This course will provide learners with a fundamental understanding of the characteristics and marketing strategies related to two key global industries, sports and entertainment. The growth in both industries have been fueled by their ability to innovate via CCCI, i.e. cross-country and cross-industry expansion. There will be a graded quiz that will consists of 10 questions during the first two weeks (together worth 50% of the grade) and a final quiz that contains 20 questions (worth 50% of the grade) in the third week."
International Hospitality & Healthcare Services Marketing,international-hospitality-healthcare-services-marketing,https://coursera.org/learn/international-hospitality-healthcare-services-marketing,Business,Yonsei University,"As the fastest-growing sectors of the current global economy, both hospitality and healthcare services sector offer tremendous growth opportunities for incumbents and entrepreneurial opportunities for new entrants. To flourish on these opportunities, one must first understand each industry's unique characteristics. This course is designed to help those who are interested in career advancement opportunities in these industries or who want to be inspired by these industries to better equip themselves with enlightened and creative management capabilities."
International Leadership and Organizational Behavior,ilob,https://coursera.org/learn/ilob,Business,Università Bocconi,"Leaders in business and non-profit organizations increasingly work across national borders and in multi-cultural environments. You may work regularly with customers or suppliers abroad, or be part of a globally dispersed cross-functional team, or an expatriate manager on an international assignment. You may be a member of a global online community, or a development aid worker collaborating with an international network of partner organizations."
International Marketing Entry and Execution,international-marketing-entry-execution,https://coursera.org/learn/international-marketing-entry-execution,Business,Yonsei University,"This will be part 2 of a two-series foundation courses for the Specialization: International Marketing & Cross Industry Growth. This course will dive in more deeply into consumer science investigation, B2C marketing, International Marketing Entry, Targeting, Positioning, International Product, International Promotion, International Place and International Price. The last set of classes will discuss seven new ways to innovate in International Marketing that all start with the letter ""S"" and hence will be called the 7S International Marketing Innovation."
International and Cross-Cultural Negotiation,international-negotiation,https://coursera.org/learn/international-negotiation,Business,ESSEC Business School,"All of us are aware that cultural differences are significant and that they affect how we interact with others in business and in leisure activities. But what is culture exactly, and how does it impact on negotiation, in particular? 

This course will help you to be more precise about different dimensions of culture, from one region or country to another, while helping you to avoid simplifications, clichés and stereotypes. It will also lead you to a better overall awareness of your own culture.

In addition the course modules will guide you to a better understanding of when and how cultural differences are likely to influence the different dimensions of a negotiation - the people, problems and processes. Armed with that understanding, your awareness, preparation and strategy will be enhanced when you are faced with negotiators from cultures and regions different from your own. Your ability to anticipate and react, your negotiation flexibility, will be improved and refined.

The course also gives you a concrete look at quite different national and regional negotiation styles  (we look at the French, Chinese, North American and Middle Eastern). In addition, an examination of negotiation in two multicultural settings (European Union institutions, on the one hand, and the recent COP 21 climate conference in Paris, on the other) highlights the importance of well-designed negotiation processes for getting both efficiency and fairness."
Interpersonal Communication for Engineering Leaders,interpersonal-communication,https://coursera.org/learn/interpersonal-communication,Business,Rice University,"This course covers communication skills that engineering leaders use every day to motivate, inspire, and support the people in their organizations. Speaking and writing are basic leadership communication skills. (We covered these topics in the Specialization course 1 and 3.) However, leaders also need to be skillful interpersonal communicators. Modern business requires communication skills that are effective across cultures, generations, and genders. Communication is also a key skill in building your personal brand. Leaders need to look, act, and speak like leaders."
Interview Research and Preparation,interview-preparation,https://coursera.org/learn/interview-preparation,Business,"University of Maryland, College Park","This course, the first in the ""Interviewing and Resume Writing in English"" specialization, guides you to discover the interests, talents and competencies that you can use to find and do work that leverages your strengths, passions and who you are as a person, so you can start doing work that matters to you and to the world. Whether you already have a career and are looking to move forward, whether you’re looking to change careers, whether you’re starting out in the world of work, whether you’re coming back into the world of work after some time away – this course will help you see your path more clearly and will teach you how to communicate your value to an employer in a way that he or she can immediately recognize."
Intro to International Marketing,intro-international-marketing,https://coursera.org/learn/intro-international-marketing,Business,Yonsei University,"This course brings together two key subjects, International Marketing and Cross Industry Innovation. It will provide the basic foundations of international marketing and then explain how companies can grow by going abroad or sourcing ideas/expanding into other countries or industries. This is summarized as CCCI: Cross-Country and Cross-Industry Innovation, a term and analytical platform used throughout not only this course but others in the specialization. As an introductory course, we keep the concepts short and simple in order to ease learners into the wonderful world of international marketing."
Introducción a la Gestión de Operaciones,wharton-gestion-operaciones,https://coursera.org/learn/wharton-gestion-operaciones,Business,University of Pennsylvania,"Aprende a analizar y a mejorar los procesos empresariales en servicios o en la industria. Aprende cómo incrementar la productividad y a ofrecer niveles de calidad mayores. Después de que finalices con éxito este curso, podrás aplicar estas habilidades en un reto empresarial del mundo real como parte de la Programa Especializado de Fundamentos Empresariales de Wharton."
Introduction to Corporate Finance,wharton-finance,https://coursera.org/learn/wharton-finance,Business,University of Pennsylvania,"This course provides a brief introduction to the fundamentals of finance, emphasizing their application to a wide variety of real-world situations spanning personal finance, corporate decision-making, and financial intermediation. Key concepts and applications include: time value of money, risk-return tradeoff, cost of capital, interest rates, retirement savings, mortgage financing, auto leasing, capital budgeting, asset valuation, discounted cash flow (DCF) analysis, net present value, internal rate of return, hurdle rate, payback period."
Introduction to European Business Law,europeanbusinesslaw,https://coursera.org/learn/europeanbusinesslaw,Business,Lund University,"The European Union is one of the world’s largest and most important economies. This five week course is the first in a series of three that will provide students with an insight into European Business Law. The series ranges from considering the basic structures and principles of the European Union to focusing on various specialized areas of law. Each course will give the students an understanding of the laws and policies that regulate the internal market of European Union, as well as relevant case law and useful inputs from leading practitioners in the field."
Introduction to Financial Accounting,wharton-accounting,https://coursera.org/learn/wharton-accounting,Business,University of Pennsylvania,"Master the technical skills needed to analyze financial statements and disclosures for use in financial analysis, and learn how accounting standards and managerial incentives affect the financial reporting process. By the end of this course, you’ll be able to read the three most common financial statements: the income statement, balance sheet, and statement of cash flows. Then you can apply these skills to a real-world business challenge as part of the Wharton Business Foundations Specialization."
Introduction to Financial Markets,financial-markets-intro,https://coursera.org/learn/financial-markets-intro,Business,Indian School of Business,"Learn the general concepts of financial markets and economy. You will see the difference between primary and secondary markets and learn about markets for different products. You will also look at various economic Indicators and their influence on the markets. After completing this course, you will have a much stronger background of financial markets and ready to go to the next stage in the Specialization. This course is designed to help students with very little or no finance background to learn the basics of investments."
Introduction to Marketing,wharton-marketing,https://coursera.org/learn/wharton-marketing,Business,University of Pennsylvania,"Taught by three of Wharton's top faculty in the marketing department, consistently ranked as the #1 marketing department in the world, this course covers three core topics in customer loyalty: branding, customer centricity, and practical, go-to-market strategies."
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,negotiation,https://coursera.org/learn/negotiation,Business,Yale University,"This course will help you be a better negotiator. Unlike many negotiation courses, we develop a framework for analyzing and shaping negotiations. This framework will allow you to make principled arguments that persuade others. It will allow you to see beneath the surface of apparent conflicts to uncover the underlying interests. You will leave the course better able to predict, interpret, and shape the behavior of those you face in competitive situations."
Introduction to Operations Management,wharton-operations,https://coursera.org/learn/wharton-operations,Business,University of Pennsylvania,"Learn to analyze and improve business processes in services or in manufacturing by learning how to increase productivity and deliver higher quality standards. Key concepts include process analysis, bottlenecks, flows rates, and inventory levels, and more. After successfully completing this course, you can apply these skills to a real-world business challenge as part of the Wharton Business Foundations Specialization."
Introduction to Public Relations,public-relations,https://coursera.org/learn/public-relations,Business,National University of Singapore,"In this course, you will learn what Public Relations is, what are some of the key growth areas in Public Relations, and the future of the practice. You will learn about the various theories of Public Relations and how to put these theories to use when carrying out Public Relations activities. The course will provide you a big picture of the Public Relations process, and the important roles of strategy and tactics in the process."
Introduction to Search Engine Optimization,search-engine-optimization,https://coursera.org/learn/search-engine-optimization,Business,"University of California, Davis","Ever wonder how major search engines such as Google, Bing and Yahoo rank your website within their searches? Or how content such as videos or local listings are shown and ranked based on what the search engine considers most relevant to users? Welcome to the world of Search Engine Optimization (SEO). This course is the first within the SEO Specialization and it is intended to give you a taste of SEO."
Introduction to Spreadsheets and Models,wharton-introduction-spreadsheets-models,https://coursera.org/learn/wharton-introduction-spreadsheets-models,Business,University of Pennsylvania,"The simple spreadsheet is one of the most powerful data analysis tools that exists, and it’s available to almost anyone. Major corporations and small businesses alike use spreadsheet models to determine where key measures of their success are now, and where they are likely to be in the future. But in order to get the most out of a spreadsheet, you have know how to use it. This course is designed to give you an introduction to basic spreadsheet tools and formulas so that you can begin harness the power of spreadsheets to map the data you have now and to predict the data you may have in the future."
"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance",nonprofit-gov-1,https://coursera.org/learn/nonprofit-gov-1,Business,The State University of New York,"This course introduces you to the nonprofit sector, nonprofit organizations, and the concepts of leadership and governance. While this course has been developed with North American culture in mind, we do appreciate that in other parts of the world the nature of the nonprofit sector, nonprofit organizations, nonprofit leadership and governance may not be the same. Nevertheless, it is our hope that much of the course content will still be of value to those in other parts of the world."
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Management ,investment-management,https://coursera.org/learn/investment-management,Business,HEC Paris,"Have you ever wanted to invest in financial markets, but were always afraid that you didn’t have the proper tools or knowledge to make informed decisions? Have you ever wondered how investment management companies operate and what fund managers do? AXA Investment Managers, in partnership with HEC Paris, will introduce you to the most important ideas and concepts in investment management, to help you better understand your financial future."
Investment Strategies and Portfolio Analysis,investment-strategies-portfolio-analysis,https://coursera.org/learn/investment-strategies-portfolio-analysis,Business,Rice University,"In this course, you will learn about latest investment strategies and performance evaluation. You will start by learning portfolio performance measures and discuss best practices in portfolio performance evaluation. You will explore different evaluation techniques such as style analysis and attribution analysis and apply them to evaluate different investment strategies. Special emphasis will be given to recent financial market innovations and current investment trends. After this course, learners will be able to: • Describe performance measurement measures • Evaluate portfolio performance • Describe and contrast different investment strategies"
"Investment Strategy, Philosophy, Client Management and Current Trends",investment-philosophy,https://coursera.org/learn/investment-philosophy,Business,Indian School of Business,"Discover the basic concepts of needs analysis, investment policy, asset allocation, product selection, portfolio monitoring and re-balancing. We will look at the types of institutional investors - pension funds and insurance companies. You will learn the client management life cycle and dive into portfolio management as a process. You will learn the basic concepts, principles, and the major styles of investing in alternative assets. Finally, we study the impact of digitization on investment strategies."
Investments I: Fundamentals of Performance Evaluation,investments-fundamentals,https://coursera.org/learn/investments-fundamentals,Business,University of Illinois at Urbana-Champaign,"In this course, we will discuss fundamental principles of trading off risk and return, portfolio optimization, and security pricing. We will study and use risk-return models such as the Capital Asset Pricing Model (CAPM) and multi-factor models to evaluate the performance of various securities and portfolios. Specifically, we will learn how to interpret and estimate regressions that provide us with both a benchmark to use for a security given its risk (determined by its beta), as well as a risk-adjusted measure of the security’s performance (measured by its alpha). Building upon this framework, market efficiency and its implications for patterns in stock returns and the asset-management industry will be discussed."
Investments II: Lessons and Applications,investments-applications,https://coursera.org/learn/investments-applications,Business,University of Illinois at Urbana-Champaign,"In this course, you will start by reviewing the fundamentals of investments, including the trading off of return and risk when forming a portfolio, asset pricing models such as the Capital Asset Pricing Model (CAPM) and the 3-Factor Model, and the efficient market hypothesis. You will be introduced to the two components of stock returns – dividends and capital gains – and will learn how each are taxed and the incentives provided to investors from a realization-based capital gains tax. You will examine the investment decisions (and behavioral biases) of participants in defined-contribution (DC) pension plans like 401(k) plans in the U.S. and will learn about the evidence regarding the performance of individual investors in their stock portfolios. The course concludes by discussing the evidence regarding the performance of actively-managed mutual funds. You will learn about the fees charged to investors by mutual funds and the evidence regarding the relation between fees charged and fund performance."
Investor Characteristics and Behavioral Aspects of Investment,behavioral-finance,https://coursera.org/learn/behavioral-finance,Business,Indian School of Business,"Through this course, you will learn how individuals and firms make financial decisions, and how those decisions might deviate from those predicted by traditional financial or economic theory. We will explore the nature of these biases and their origins, using insights from psychology, neurosciences and experimental economics on how the human mind works. From these biases, you will be able to examine how the insights of behavioral finance complement the traditional finance paradigm. We also look at the micro and macro biases."
Keeping up with Change: Issues for the Finance Professional,change-for-the-finance-professional,https://coursera.org/learn/change-for-the-finance-professional,Business,University of London,"This MOOC identifies and explores a number of challenges to the finance professional arising from the ever changing business environment. Increasingly, financial decisions must take account of strategic consequences."
Landscape Restoration for Sustainable Development: a Business Approach,landscape-restoration-sustainable-development,https://coursera.org/learn/landscape-restoration-sustainable-development,Business,Erasmus University Rotterdam,"Integrated landscape management and large-scale landscape restoration should be in every company’s business strategy because in order to reach the Sustainable Development Goal on Land Degradation Neutrality (SDG Number 15.3) scaling up and acceleration of business-driven landscape restoration is urgently needed.

This requires business professionals with a vision, the right knowledge and skills. This MOOC aims to train the next generation of business professionals and developers to acknowledge business’ interdependency with healthy landscapes and understand the value of ecosystem resources.

“Historically, we have found countless ways to justify our continued exploitation of the environment: discovery, tradition, Manifest Destiny, even Chinese hoax. But we’re all out of excuses now. Each passing day swells the data on greenhouse gases and extreme weather, shrinking reservoirs and rising sea levels, and diminishing biodiversity. Our resources are finite, the window for change if not firmly shut, is certainly closing, and all life must adapt or be doomed.”

Téa Obreht, 
The New Yorker, Dec. 19&26, 2016, p. 106.

It is a frightening prospect indeed – that all life on Earth must either adapt or be doomed. This course is about landscape degradation – a global and wicked problem that is contributing to the dooming prospect of depletion of Earth’s finite resources. But this course is also about the solutions to this problem – business driven landscape restoration.
So rather than leaving you powerless with the prospect Obreht puts fowards above, it is our hope that you learn how you can be part of the solution to making sure that Planet Earth still provides a safe and habitable home for future generations. 
We must act big and we must act now.
With this course we want to pass on valuable knowledge and teach you useful skills that you can apply in your professional life that will enable you to tackle the issue of landscape degradation and restoration. 
The issue is urgent, so let’s dive right into it.

This MOOC is developed by the ENABLE partnership, which is co-funded by the ERASMUS+ programme of the European Commission and involves a diverse, international group of organizations including Rotterdam School of Management, Erasmus University, Commonland, United Nations University Land Restoration Training Programme, the Spanish National Research Council and Estoril Global Conferences."
Launching New Ventures,new-ventures,https://coursera.org/learn/new-ventures,Business,École Polytechnique Fédérale de Lausanne,"Launching New Ventures, a course about Entrepreneurship & Strategy for Technology-Driven Startups, is designed for professionals, entrepreneurs, and students who want to learn about how to successfully launch a business. Through short, animated lectures, inspiring interviews with entrepreneurs from around the world, short quizzes, suggested readings and a practical final project, students will gain a broad overview of entrepreneurship strategy with insights they can apply to their venture regardless of location, industry or venture stage."
Leadership Communication for Maximum Impact: Storytelling,leadership-storytelling,https://coursera.org/learn/leadership-storytelling,Business,Northwestern University,"Storytelling is an essential part of leadership. Effective leaders communicate to inspire talent to excel; to partner with investors and communities; to engage with customers and clients and to grow their impact in the world as part of a global community. Cultivating an authentic, trustworthy and compelling narrative is vital to a leader’s success. This course helps leaders find their own story through personal branding; develop storytelling success with all constituencies; initiate an effective voice for crisis; interact well through social and third party media; and communicate a vision for innovation."
Leadership and Emotional Intelligence ,emotional-intelligence-in-leadership,https://coursera.org/learn/emotional-intelligence-in-leadership,Business,Indian School of Business,"The digital age is dramatically reshaping the rules for organizational success. The new context demands renewal of your capabilities and development of different mindsets.  In this course, you’ll learn the different components of emotional intelligence at work. For example, you’ll learn how you can work effectively in teams, build cooperative relationships with your key stakeholders, exercise effective influence, handle difficult conversations, and create energy and enthusiasm to foster meaningful change. Our modules will begin with powerful stories that are illustrative of typical challenges faced by front-line leaders. We’ll analyze the case illustration using the ideas from emotional intelligence theory, and highlight the key lessons that you should take away in terms of mindsets and skills that you should master to distinguish yourself as a leader."
Leadership and Influence,leadership-influence,https://coursera.org/learn/leadership-influence,Business,University of Illinois at Urbana-Champaign,"The only thing you get to change is yourself, and in the prerequisites to this course we’ve given you real tools to do that. Now, use those tools to influence the course of your future, your team's future, and your organization's future. Make a plan for yourself that will help you help others, and learn skills to make it happen. Listening and being sure of your values underpins everything that comes with professional influencer and leadership skills. We’ll go on to look at self-assessment and leadership planning, negotiation, addressing and resolving conflict, and successfully identifying and promoting circumstances you want."
Leadership for Managers,leadership,https://coursera.org/learn/leadership,Business,Vanderbilt University,"Personal branding is critical for today’s executive—it distinguishes you as a competent authority, of course, but it also helps you establish your own goals for continuous improvement and develop your strengths as a business leader. If you’re looking to establish yourself more effectively in a leadership role and align your actions and behaviors with how you want to be perceived, this course is for you.

This course is composed of three modules about managing self, managing others, and leading efforts for change. You’ll complete a capstone project on organizational change that tests your skills in a variety of simulated situations, and you’ll receive detailed feedback about your efforts. You’ll leave with a thorough understanding of how your leadership can make an impact on your organization—and a set of sharpened skills to help you accomplish your goals.

You’ll learn how to . . . 
•	Master the art of self-management
•	Develop and manage your executive personal brand
•	Improve your executive presence online, in email and on voice mail
•	Become a more persuasive presenter 
•	Use body language effectively and overcome stage fright
•	Manage your reputation effectively
•	Manage teams and foster good decision-making
•	Create and communicate a vision for workplace change
•	Build coalitions that work

Most of all, you’ll learn to develop your own unique strengths—and make more meaningful, authentic connections with others."
Leadership in 21st Century Organizations,leadership-21st-century,https://coursera.org/learn/leadership-21st-century,Business,Copenhagen Business School,"The course is based on a book, Harder Than I Thought: Adventures of a 21st Century Leader, by Robert D. Austin, Richard L. Nolan, and Shannon O'Donnell, published by Harvard Business Review Press. Purchase of the book is optional. If you want more information about the book or wish to buy it, see https://hbr.org/product/harder-than-i-thought-adventures-of-a-twenty-first/an/10332-HBK-ENG or http://www.amazon.com/Harder-Than-Thought-Adventures-Twenty-First/dp/1422162591"
Leadership through Design Innovation,leadership-designinnovation,https://coursera.org/learn/leadership-designinnovation,Business,Northwestern University,University of Geneva
Leadership through Marketing,leadership-marketing,https://coursera.org/learn/leadership-marketing,Business,Northwestern University,"The success of every organization depends on attracting and retaining customers. Although the marketing concepts for doing so are well established, digital technology has empowered customers, while producing massive amounts of data, revolutionizing the processes through which organizations attract and retain customers. In this course, students will learn how to identify new opportunities to create value for empowered consumers, develop strategies that yield an advantage over rivals, and develop the data science skills to lead more effectively, allocate resources, and to confront this very challenging environment with confidence."
Leadership through Social Influence,leadership-socialinfluence,https://coursera.org/learn/leadership-socialinfluence,Business,Northwestern University,"This course will provide learners with a systematic general framework for analyzing persuasive influence situations. Learners will be able to identify different challenges faced by persuaders and to fashion appropriate strategies for addressing those challenges. The broad goal is to provide learners with not only an extensive persuasion tool kit, but also with an understanding of how different tools are useful in different situations."
Leading Innovation in Arts and Culture,arts-culture-innovation,https://coursera.org/learn/arts-culture-innovation,Business,"Vanderbilt University, National Arts Strategies","Developed by David Owens at Vanderbilt University and customized for the cultural sector with National Arts Strategies, this course is designed to help arts and culture leaders create an environment where new ideas are constantly created, shared, evaluated and the best ones are successfully put to work. One of the toughest challenges for any leader is getting traction for new ideas. Winning support can be a struggle."
Leading Organizations,leading-organizations,https://coursera.org/learn/leading-organizations,Business,HEC Paris,"This course is the last course of the a Specialization on Leadership called “Inspirational Leadership: Leading with Sense”, so you may want to take the courses “Building Your Leadership Skills” and “Giving Sense to your Leadership Experience” prior of taking this course. In this course you’ll get the opportunity to apply the skills learned in the first two courses of the “Inspirational Leadership: Leading with Sense” as an individual to a group setting."
Leading Positive Change through Appreciative Inquiry,appreciative-inquiry,https://coursera.org/learn/appreciative-inquiry,Business,Case Western Reserve University,"Appreciative Inquiry is a collaborative and constructive inquiry process that searches for everything that gives life to organizations, communities, and larger human systems when they are most alive, effective, creative and healthy in their interconnected ecology of relationships. To appreciate, quite simply, means to value and to recognize that which has value—it is a way of knowing and valuing the best in life."
Leading Teams,leading-teams,https://coursera.org/learn/leading-teams,Business,University of Michigan,"In this course, you will learn how to build your team, improve teamwork and collaboration, and sustain team performance through continuous learning and improvement. Specifically, you will learn best practices for composing a team and aligning individual and team goals. You will also learn how to establish roles, build structures, and manage decision making so that your team excels. This course will also help you manage critical team processes such as conflict resolution and building trust that have a profound impact on your team’s performance."
Leading the Life You Want,leading-the-life-you-want,https://coursera.org/learn/leading-the-life-you-want,Business,University of Pennsylvania,"Pursue a meaningful life and improve your performance as a leader. Taught by acclaimed Wharton professor, best-selling author, and former Ford Motor Company executive and head of its Leadership Development Center, Stew Friedman, Leading the Life You Want provides you with the skills you need to lead in all four domains of your life: at work, at home, in the community, and in your private self (mind, body, and spirit). You'll explore the core principles of leadership and learn the skills you need to bring them to life. You learn how to find a greater sense of purpose, see how to convey values with stories, learn how to mange attention, feel less stressed, lead through serving others, and more. You'll see these skills illustrated in the inspiring yet imperfect lives of six remarkable leaders: Tom Tierney (former CEO of Bain), Sheryl Sandberg (COO of Facebook), Michelle Obama (former First Lady), Eric Greitens (Republican Governor of Missouri), Julie Foudy (world champion soccer star and three-time Olympic medalist), and Bruce Springsteen (world-famous rock musician). You'll have the opportunity to assess your own leadership skills, and learn simple, proven exercises to practice them."
Legal Tech & Startups ,legal-tech-startups,https://coursera.org/learn/legal-tech-startups,Business,IE Business School,"This MOOC will be focused on the topic of how to start a company in the legal tech industry. It will firstly explain the legal tech sector and make the students aware of its current situation, before guiding them through the process of starting their own company, highlighting the key resources that are available to aid them in this process. The MOOC will be separated into four modules and will be launched through the Coursera platform. The production of this course involves the following main components: - Design and conceptualization of syllabus - Three to four hours of video content (split between green screen recordings with the professor and a limited number of interview videos). As well as being prepared and recorded, these videos will be edited and enhanced with a post-production phase where slides and animations will be incorporated. - Design of assignments: both group and individual exercises. The aim is to have a “project-based” course where learners are encouraged to put into practice what they have studied through a hands-on exercise. - Preparation of readings"
Management Skills for International Business,management-skills-international-business,https://coursera.org/learn/management-skills-international-business,Business,University of London,"The United States has always been a source of fascination — both attraction and repulsion — for the people of France, Mexico, China, and African countries such as Nigeria, Ghana, and Sudan. ""America Through Foreign Eyes"" is a rich, interdisciplinary, international course that features Rice University faculty from a variety of disciplines and area studies. Focused on perceptions of America abroad, the course is a cross between World Cultures and American Studies. The course features four modules, each covering the perceptions and interactions of particular regions with America, Americans and Americanization."
Management of Fashion and Luxury Companies,mafash,https://coursera.org/learn/mafash,Business,Università Bocconi,"Learn how fashion and luxury companies work and understand their brands, products, retail, and communication strategies. Travel through business models, international development, and product categories with industry influent experts."
Management of Urban Infrastructures – part 1,m-infra-1,https://coursera.org/learn/m-infra-1,Business,École Polytechnique Fédérale de Lausanne,"Sustainability, Resilience and Efficiency are fundamental considerations for city managers in managing urban infrastructures. Today, more than 3.9 billion people, making up more than 54% of the global population, live in cities. Urbanization is expected to continue in the coming years, raising the urban population to 6.0 billion by 2045. This dramatic increase in urban populations will inevitably"
